epoch,accuracy,loss,val_accuracy,val_loss
0,0.42817604541778564,1.3615765571594238,0.5475504398345947,1.1547831296920776
1,0.6108497381210327,0.935163676738739,0.5619596838951111,1.1126402616500854
2,0.7010794281959534,0.7511135339736938,0.5734870433807373,1.1960474252700806
3,0.7453639507293701,0.6363664865493774,0.5734870433807373,1.121390700340271
4,0.7940769195556641,0.528636634349823,0.5965417623519897,1.2016881704330444
5,0.8319955468177795,0.4445333182811737,0.6167147159576416,1.2255111932754517
6,0.8488790392875671,0.3967030942440033,0.5878962278366089,1.320215106010437
7,0.8807085752487183,0.3259097635746002,0.6109510064125061,1.402371883392334
8,0.9058953523635864,0.27726250886917114,0.5936599373817444,1.5743260383605957
9,0.8945474624633789,0.29762986302375793,0.5677233338356018,1.6196565628051758
10,0.9117076992988586,0.26346519589424133,0.5734870433807373,1.5436992645263672
11,0.9368945360183716,0.18974669277668,0.5965417623519897,1.6047714948654175
12,0.9410462379455566,0.1711464822292328,0.6080691814422607,1.7161588668823242
13,0.9443675875663757,0.15743963420391083,0.590778112411499,1.8319872617721558
14,0.9432604312896729,0.16434051096439362,0.6051872968673706,1.9379757642745972
15,0.9355106353759766,0.19051651656627655,0.5619596838951111,2.166734457015991
16,0.9274840950965881,0.20956750214099884,0.5850144028663635,2.081496238708496
17,0.950733482837677,0.14745672047138214,0.5936599373817444,1.8562644720077515
18,0.9449211359024048,0.14930959045886993,0.5619596838951111,1.901539921760559
19,0.9393855333328247,0.16526439785957336,0.590778112411499,2.058305025100708
20,0.9609742760658264,0.11790663003921509,0.5965417623519897,1.9924649000167847
21,0.9615278244018555,0.1120491623878479,0.5677233338356018,2.0824527740478516
22,0.9609742760658264,0.11322570592164993,0.579250693321228,2.236365795135498
23,0.9576529264450073,0.11971287429332733,0.5648415088653564,2.1173012256622314
24,0.9631884694099426,0.10422948747873306,0.5965417623519897,2.2352869510650635
